star_player,player1_archetype,player2_archetype,player3_archetype,player4_archetype,total_min_played,offensive_rating,defensive_rating,net_rating,assist_percentage,pace,rebound_percentage,turnover_percentage,rebounds_per48,assists_per48,steals_per48,blocks_per48,plus_minus_per48,fta_per48,three_pa_per48,points_off_turnovers,second_chance_points,points_in_paint,opp_points_off_turnovers,opp_second_chance_points,opp_points_in_paint,opp_fgm,opp_turnovers,pct_midrange_points,pct_unassisted_points,pct_fastbreak_points
Luka Doncic,Post_Scorer,Post_Scorer,Combo_Guard,Pass_First_Guard,891,95.60766209011528,120.15785999515865,0.6480244794459509,0.7326541661854563,102.82962761355903,0.5036086883495092,0.03076895955971323,41.22039467793022,23.428150597898664,8.255606926251142,7.311741615828261,-9.796329584346747,18.632722615912115,43.90289108526027,9.404585491881976,19.21610487303904,39.87066302913574,16.894563130243466,7.716546061789311,38.49089779714132,48.833039725202056,12.058699770406804,0.24101401669276962,0.2542796608683906,0.12694319219909878
Luka Doncic,Iso_Forward,Primary_Ball_Handler,Three_And_D,Unicorn,805,83.25939623532727,106.29099740401551,-15.69589977564187,0.5924723708273616,102.67663214461514,0.437117969021416,0.16467067433119142,35.23236144228343,23.286046416982533,8.021129996849687,4.759086789803836,7.782242192802762,19.227599766335747,36.60931616055693,23.51647626261922,8.482199761511087,50.15086125693013,12.423755812452015,18.693991378994927,46.93002918902467,44.09536794202997,19.402192326561394,0.12384513467783823,0.26022754721223806,0.10184000679673787
Luka Doncic,Primary_Ball_Handler,Iso_Forward,Primary_Ball_Handler,Three_And_D,227,94.26724214565502,80.78725637668312,1.5386985962469204,0.4436522997284689,99.51007631614071,0.5168314696427392,0.26586780149447853,49.61222037733192,18.172003898061032,7.067275828520496,5.653502284145578,13.835668260867738,18.813973714444064,35.894503572124236,10.830275332869673,10.321258486410729,53.19225039581527,18.28224410873016,17.44843905263178,50.81376009298406,43.7478006776223,17.692745001512705,0.20537658168888057,0.26523997112545383,0.19957552001318551
Luka Doncic,Point_Forward,Athletic_Finisher,Point_Forward,Post_Scorer,471,85.71036082381515,83.27092604504946,-24.74961345750995,0.36371662094599916,97.74674353951302,0.6196575563389788,0.20322185471575024,42.227333960300406,24.773628820909778,9.87087985798286,8.653819034872946,11.919144455892052,25.405501763755506,37.647692885383364,22.293647495512694,16.622191777176223,52.76126873988146,21.74040393035716,9.614300785745527,40.14718215632212,35.50453723574202,12.012773823217557,0.15077744604787718,0.34173857522617335,0.19318109859411858
Luka Doncic,Pass_First_Guard,Iso_Forward,Slasher,Rim_Protector,694,117.68601778458768,111.31509205436183,-4.879980618884684,0.4642717659696219,97.46730000352652,0.4475155414277656,0.18395914018364773,40.28515664731007,20.04548684141243,7.313494592511379,4.4460198171886,-2.6135079872134064,28.62380368631762,39.414174997294324,13.074439232740117,9.651486241834574,39.96270214808513,9.23937588864344,11.785110094658549,45.997462580404374,39.596891983074826,13.12373757455647,0.08042094399742156,0.2982856978966096,0.06800665306290159
Luka Doncic,Point_Forward,Rim_Protector,Athletic_Finisher,Secondary_Ball_Handler,677,81.09949178610513,119.25776632162439,6.088150322936038,0.4472028909726335,99.05394150021198,0.5759729396039182,0.050046609721009064,49.847014021418154,28.126293562981843,9.479628972181999,8.41902546458294,3.3180771525567607,27.770076004687866,29.63287687219043,19.639470429603968,9.9646907026417,57.56953785621073,13.600498419108959,11.746217305283945,44.026840332870805,48.46492092750714,16.79219845065259,0.12606465948354964,0.202284391429187,0.17466935517902235
Luka Doncic,Athletic_Finisher,Stretch_Big,Unicorn,Lockdown_Defender,131,99.79907636689043,99.60581117598927,0.05955308935256909,0.6398639607678467,97.8429459080096,0.44852235619964353,0.22310591686030798,54.62127040788907,23.669651531896097,5.959794399952587,5.401585878333218,-12.530885021446423,31.234032050936072,32.55609352115069,13.293465308080377,7.1769262742479025,47.29459294101659,13.720636648414555,10.402876022804195,48.31436886127623,41.813499766137,14.133351205391111,0.18068302312117418,0.15680366950910707,0.115390468962595
Luka Doncic,Stretch_Big,Combo_Guard,Rim_Protector,Three_And_D,180,104.421311362358,81.92802634808727,-27.735670612600334,0.7543306841474529,99.98327068950053,0.6368056790915808,0.06931494331887811,47.225411339087586,30.696362460604554,8.691189989810548,6.241444625752631,13.379386616575477,27.681578972028703,33.3594847772475,10.400021416103122,11.506990043347866,47.890486426609556,8.262783489822901,16.373588201682907,42.93651510330473,46.98294282333088,16.92803583182085,0.198147381430257,0.346586912933442,0.13958503444228065
Luka Doncic,Secondary_Ball_Handler,Big_Playmaker,Stretch_Big,Movement_Shooter,108,112.99185570814859,125.95367097478804,-21.758221359492033,0.4576233919987604,102.27586811216135,0.4620375420968547,0.02807196189457346,43.470997065774895,30.184621153839885,8.3694287215891,8.55995835243148,9.329294272196929,18.9497075890232,27.96761553876428,12.820487191448597,9.628009954151254,58.23909788095156,16.303736234603964,9.675226673722353,46.95210328019474,46.57436236205223,15.272338923435635,0.17486279965207066,0.25087655178394397,0.17145620115771648
Luka Doncic,Pass_First_Guard,Two_Way_Forward,Combo_Guard,Combo_Guard,344,111.08392929149095,127.34654853806347,25.00588096891054,0.6467839545233697,101.74317492220683,0.5768034277656047,0.1497475685671012,42.76505334047424,21.546158732980064,6.227150313115216,5.6870981646294485,-9.745581708854495,19.789461855049467,38.53224353831965,17.412593083094237,7.113068409684876,34.35842104587387,22.53481970021708,10.878860262972344,53.37514901163151,38.72613426992581,13.661378562306405,0.1770544189293321,0.10385568120978346,0.19012027511668006
Luka Doncic,Shot_Creator,Big_Playmaker,Primary_Ball_Handler,Primary_Ball_Handler,707,116.73786815179781,120.36281786036793,13.722479428995939,0.5013959532029469,102.00318982249206,0.3933699692014688,0.29170374996747805,37.87829614043043,28.919802506198778,6.082026708534749,5.392760815609127,7.895468190629039,15.407365533661396,30.691376924247635,18.65334585996354,15.688804553146785,34.007503812613095,13.63305865166385,11.703809646790832,41.74569734074533,41.6293966215119,14.014472708493729,0.18427933925492357,0.3896361230561627,0.19203725662130622
Luka Doncic,Pass_First_Guard,Unicorn,Slasher,Three_And_D,897,85.44976811274212,90.3425400451321,-19.82589233208519,0.4708200666553935,98.22427315431206,0.5570950623684829,0.23515518880509503,42.68881205758123,23.10686681943612,7.290762567056275,5.057479880535058,14.27339652785609,21.422181188431008,36.237659237594166,16.03246848647305,16.907351320018943,30.876506915962562,22.893292538427737,7.380223807199109,33.077891498119136,48.560707573803626,15.017416534846745,0.16117509734979324,0.23835493112597272,0.0691153834189744
Luka Doncic,Point_Forward,Pass_First_Guard,Secondary_Ball_Handler,Big_Playmaker,779,109.63559880644127,80.29821512065556,-26.77118214189305,0.6090879009057533,101.49168892268912,0.49171396389092004,0.21823145928826643,37.040213926960405,27.15482409680923,6.98311674637797,4.980967016324017,11.684119022334858,16.087468749356045,25.1757704627764,18.750395218800172,6.603385789021302,34.31187217853482,13.251333467809943,13.327254452088955,40.20955080432411,49.67767823613359,14.083590027996406,0.18264850941909944,0.3821899393592554,0.05341023836003134
Luka Doncic,Post_Scorer,Slasher,Unicorn,Primary_Ball_Handler,847,113.24236064307067,92.19408898924686,11.671264859459008,0.5717628121068355,102.46996490268398,0.5513832457560763,0.2114049657661162,43.13619151858419,19.57864884958473,6.132894654561922,6.455506084457976,-11.19661976945353,22.003518608881727,32.49429940450691,21.182622538579935,15.5010693544209,46.84044476002002,20.12572197246986,19.994202644436182,56.984226295385554,48.61641847985338,19.60810931353637,0.19259733472232277,0.18133915684057716,0.16174631950864585
Luka Doncic,Primary_Ball_Handler,Stretch_Big,Unicorn,Iso_Forward,469,126.5936252493669,128.26643064029827,22.163316412527166,0.4753558839104211,100.94153239478794,0.3563405998797372,0.19043202021025815,51.94680752852934,22.5645345574263,5.909580739179154,7.817272312534705,0.5205121065759677,29.20184456361054,34.69353702823071,13.08854094459242,18.15915024308203,41.401021618751486,17.60695566785988,18.66255172534482,40.744143101839114,48.91180537867392,15.401186670561003,0.19887508108242302,0.3095177134864686,0.05574032399056375
Luka Doncic,Athletic_Finisher,Unicorn,Point_Forward,Pass_First_Guard,765,123.04114755899724,108.92574896483262,-12.510858164289964,0.49416181904802836,97.93170336870068,0.35188930799951984,0.1246026740085706,42.49827121839937,18.584987757468255,6.520039605565168,5.2328846223394425,-6.902354135715855,20.44892957222259,29.218946011437907,15.725531342969173,12.825928700164724,32.358512956025855,16.272632598809754,8.203033981585419,47.672026103533696,49.44768979773197,15.591889593754562,0.24024227948337185,0.1225905606055809,0.16858222320368443
Luka Doncic,Three_And_D,Big_Playmaker,Rim_Protector,Athletic_Finisher,720,93.92331810143702,98.87468227745623,-19.157875987429197,0.40159853007679835,100.36754930218432,0.5666425238722538,0.06536542466303054,38.4196347849152,28.970455427184568,5.427678087345941,8.355686985328015,-2.9893723741821923,24.34174022957638,35.705897998985165,22.7542167150075,19.162988823926703,47.969266796830226,20.579182312421693,11.723297670475977,44.355478411987924,35.677399164823385,18.31228732981237,0.16597506837018045,0.28558750913520614,0.18168408354128351
Luka Doncic,Unicorn,Iso_Forward,Shot_Creator,Unicorn,706,84.14503113558051,119.69132254773308,-11.675101083987233,0.7602305802856577,102.59582645482737,0.5287991168083223,0.23358265760708427,39.324103867367,20.88819618700289,6.407586766939905,6.645036269476728,-0.6613512466068272,32.71471684026715,36.295734295807264,12.12579302562936,16.07320933590882,56.440937656327016,10.400148669954111,8.752515112415319,49.39131059080506,38.579974686898254,11.213831019949628,0.16820370083041983,0.3689241651230041,0.16578089632056997
Luka Doncic,Iso_Forward,Rim_Protector,Point_Forward,Big_Playmaker,475,108.42052055887824,98.85136023023935,11.769884905543307,0.7260740630643228,97.74873077304068,0.41457236522149643,0.1434231675283481,36.48316024745859,18.952550751271332,5.860853818545337,8.785065469388247,11.200947163415616,25.352507023175523,43.9229863986933,17.20668263281274,7.7512910328878615,36.9436503754977,11.916815548115661,10.947694226880897,59.28330773140382,37.45184121383302,11.375785187676406,0.2268083702704658,0.2938218672516144,0.15610767924587726
Luka Doncic,Iso_Forward,Shot_Creator,Movement_Shooter,Two_Way_Forward,222,83.89748809302633,94.12225383852038,3.135272603323166,0.45853508846157603,101.57914340934049,0.6496845720754146,0.22573270733685363,53.93303979274798,21.83650804096302,6.798910835426373,8.044109412927686,-13.612382889296482,21.30838958251433,40.29913496414505,10.348367149272939,18.234010439983283,45.91870185280473,14.689943907467857,18.49662495342259,34.49302897910874,45.52424838707161,15.361173577055212,0.06513581127589195,0.1428174362794667,0.14439227405418842
